epName,true_slack,pred_slack,diff_slack,true_arr,pred_arr,diff_arr,required,spName,riseFall
sa11_reg[0]/D,-97.61074829101562,-97.61077880859375,3.0517578125e-05,585.9501953125,585.9501953125,0.0,488.33941650390625,sa12_reg[1]/CLK,rise
u0_w_reg[1][5]/D,-46.69061279296875,-46.690643310546875,3.0517578125e-05,557.5625,557.5625,0.0,510.8718566894531,u0_w_reg[3][29]/CLK,fall
u0_w_reg[0][16]/D,-113.01174926757812,-113.01177978515625,3.0517578125e-05,547.33349609375,547.3334350585938,6.103515625e-05,434.3216552734375,u0_w_reg[3][15]/CLK,fall
sa33_reg[0]/D,18.8975830078125,18.897552490234375,3.0517578125e-05,418.5403747558594,418.5404052734375,-3.0517578125e-05,437.4379577636719,text_in_r_reg[0]/CLK,fall
text_in_r_reg[74]/D,135.9215087890625,135.92153930664062,-3.0517578125e-05,476.9905090332031,476.9905090332031,0.0,612.9120483398438,text_in_r_reg[74]/CLK,rise
text_out_reg[20]/D,-59.300140380859375,-59.3001708984375,3.0517578125e-05,543.8598022460938,543.8598022460938,0.0,484.55963134765625,sa10_reg[1]/CLK,rise
u0_w_reg[1][8]/D,-225.08734130859375,-225.08737182617188,3.0517578125e-05,529.4020385742188,529.4020385742188,0.0,304.3146667480469,u0_w_reg[3][3]/CLK,rise
sa33_reg[6]/D,-124.32382202148438,-124.3238525390625,3.0517578125e-05,571.15283203125,571.1528930664062,-6.103515625e-05,446.82904052734375,sa10_reg[1]/CLK,rise
text_out_reg[42]/D,-22.195220947265625,-22.19525146484375,3.0517578125e-05,526.66796875,526.6679077148438,6.103515625e-05,504.47265625,sa20_reg[2]/CLK,rise
sa13_reg[5]/D,-136.65237426757812,-136.65240478515625,3.0517578125e-05,496.04962158203125,496.04962158203125,0.0,359.397216796875,text_in_r_reg[21]/CLK,fall
u0_w_reg[1][30]/D,-254.98516845703125,-254.98513793945312,-3.0517578125e-05,578.6007690429688,578.6006469726562,0.0001220703125,323.6155090332031,u0_w_reg[3][23]/CLK,fall
text_out_reg[23]/D,-76.10885620117188,-76.10888671875,3.0517578125e-05,548.8777465820312,548.8778076171875,-6.103515625e-05,472.7689208984375,sa10_reg[1]/CLK,rise
text_out_reg[28]/D,31.68243408203125,31.682403564453125,3.0517578125e-05,460.6106262207031,460.610595703125,3.0517578125e-05,492.2929992675781,sa03_reg[1]/CLK,rise
u0_w_reg[1][12]/D,-239.999267578125,-239.99929809570312,3.0517578125e-05,543.68798828125,543.68798828125,0.0,303.6886901855469,u0_w_reg[3][3]/CLK,rise
sa11_reg[1]/D,115.4886474609375,115.48861694335938,3.0517578125e-05,377.1783447265625,377.1783752441406,-3.0517578125e-05,492.6669921875,u0_w_reg[1][17]/CLK,rise
sa23_reg[5]/D,-257.1321716308594,-257.13214111328125,-3.0517578125e-05,503.88543701171875,503.88543701171875,0.0,246.75328063964844,text_in_r_reg[13]/CLK,fall
sa32_reg[4]/D,-67.91192626953125,-67.91189575195312,-3.0517578125e-05,343.813232421875,343.8132019042969,3.0517578125e-05,275.90130615234375,u0_w_reg[2][4]/CLK,rise
text_out_reg[54]/D,73.47332763671875,73.47329711914062,3.0517578125e-05,474.93756103515625,474.9375915527344,-3.0517578125e-05,548.410888671875,sa13_reg[1]/CLK,rise
sa33_reg[4]/D,-118.20086669921875,-118.20089721679688,3.0517578125e-05,486.66900634765625,486.6690368652344,-3.0517578125e-05,368.4681396484375,text_in_r_reg[4]/CLK,rise
text_out_reg[82]/D,-35.72454833984375,-35.724578857421875,3.0517578125e-05,540.5191650390625,540.5191650390625,0.0,504.7945861816406,sa12_reg[1]/CLK,rise
sa01_reg[4]/D,20.2713623046875,20.271331787109375,3.0517578125e-05,491.59014892578125,491.5901794433594,-3.0517578125e-05,511.86151123046875,text_in_r_reg[92]/CLK,rise
sa31_reg[1]/D,-0.40908798575401306,-0.4090576171875,-3.0368566513061523e-05,495.53155517578125,495.53155517578125,0.0,495.12249755859375,text_in_r_reg[65]/CLK,rise
text_in_r_reg[105]/D,178.8058624267578,178.80587768554688,-1.52587890625e-05,75.61519622802734,75.61519622802734,0.0,254.4210662841797,text_in_r_reg[105]/CLK,rise
sa23_reg[7]/D,-233.59715270996094,-233.59713745117188,-1.52587890625e-05,481.5400085449219,481.5400390625,-3.0517578125e-05,247.94290161132812,text_in_r_reg[15]/CLK,rise
text_out_reg[105]/D,-1.5901789665222168,-1.590179443359375,4.76837158203125e-07,484.35919189453125,484.3591613769531,3.0517578125e-05,482.76898193359375,sa22_reg[3]/CLK,rise
u0_w_reg[1][3]/D,-7.217833995819092,-7.21783447265625,4.76837158203125e-07,559.849853515625,559.8499755859375,-0.0001220703125,552.6321411132812,u0_w_reg[3][25]/CLK,rise
sa12_reg[3]/D,7.243529796600342,7.2435302734375,-4.76837158203125e-07,488.57415771484375,488.57415771484375,0.0,495.81768798828125,u0_w_reg[2][19]/CLK,rise
text_out_reg[59]/D,6.504639148712158,6.504638671875,4.76837158203125e-07,540.6226806640625,540.6226806640625,0.0,547.1273193359375,sa02_reg[1]/CLK,rise
text_out_reg[98]/D,-2.351562023162842,-2.3515625,4.76837158203125e-07,484.31597900390625,484.31597900390625,0.0,481.96441650390625,sa33_reg[1]/CLK,rise
sa21_reg[7]/D,5.364960193634033,5.364959716796875,4.76837158203125e-07,488.2227478027344,488.22271728515625,3.0517578125e-05,493.5876770019531,text_in_r_reg[79]/CLK,rise
u0_w_reg[0][8]/D,0.5649409890174866,0.56494140625,-4.172325134277344e-07,524.3993530273438,524.3992919921875,6.103515625e-05,524.9642333984375,u0_w_reg[3][7]/CLK,rise
text_out_reg[25]/D,0.08276399970054626,0.082763671875,3.2782554626464844e-07,482.7940673828125,482.79400634765625,6.103515625e-05,482.87677001953125,sa03_reg[1]/CLK,rise
text_out_reg[81]/D,-1.898987054824829,-1.89898681640625,-2.384185791015625e-07,543.37841796875,543.3784790039062,-6.103515625e-05,541.4794921875,sa12_reg[1]/CLK,rise
text_out_reg[103]/D,3.996062994003296,3.996063232421875,-2.384185791015625e-07,479.72991943359375,479.7298889160156,3.0517578125e-05,483.7259521484375,sa33_reg[6]/CLK,rise
sa20_reg[3]/D,1.496001958847046,1.496002197265625,-2.384185791015625e-07,495.6505126953125,495.6505432128906,-3.0517578125e-05,497.14654541015625,u0_w_reg[0][11]/CLK,rise
u0_w_reg[2][11]/D,-3.236694097518921,-3.2366943359375,2.384185791015625e-07,557.3768310546875,557.376953125,-0.0001220703125,554.1402587890625,u0_w_reg[3][3]/CLK,rise
text_out_reg[37]/D,-1.853760004043579,-1.853759765625,-2.384185791015625e-07,550.0573120117188,550.0572509765625,6.103515625e-05,548.2034912109375,sa31_reg[7]/CLK,rise
text_out_reg[85]/D,-2.864928960800171,-2.86492919921875,2.384185791015625e-07,542.3302001953125,542.3302001953125,0.0,539.4652709960938,sa12_reg[1]/CLK,rise
text_out_reg[57]/D,-0.10803200304508209,-0.1080322265625,2.2351741790771484e-07,527.746826171875,527.746826171875,0.0,527.6387939453125,sa02_reg[1]/CLK,rise
sa02_reg[1]/D,0.2974550127983093,0.297454833984375,1.7881393432617188e-07,496.64141845703125,496.6413879394531,3.0517578125e-05,496.9388427734375,text_in_r_reg[57]/CLK,rise
text_out_reg[27]/D,1.0379029512405396,1.03790283203125,1.1920928955078125e-07,470.55145263671875,470.551513671875,-6.103515625e-05,471.58941650390625,sa03_reg[1]/CLK,rise
sa30_reg[4]/D,-1.3721619844436646,-1.372161865234375,-1.1920928955078125e-07,485.47979736328125,485.4797668457031,3.0517578125e-05,484.10760498046875,text_in_r_reg[100]/CLK,rise
sa33_reg[5]/D,305.7047119140625,305.7047119140625,0.0,79.291748046875,79.291748046875,0.0,384.9964599609375,text_in_r_reg[5]/CLK,rise
sa13_reg[6]/D,-118.8240966796875,-118.8240966796875,0.0,498.8409423828125,498.8409423828125,0.0,380.016845703125,text_in_r_reg[22]/CLK,rise
text_in_r_reg[50]/D,169.66748046875,169.66748046875,0.0,89.6155014038086,89.6155014038086,0.0,259.2829895019531,text_in_r_reg[50]/CLK,rise
u0_w_reg[3][21]/D,-37.3494873046875,-37.3494873046875,0.0,562.7095947265625,562.7095336914062,6.103515625e-05,525.3600463867188,u0_w_reg[3][15]/CLK,rise
text_in_r_reg[4]/D,132.46624755859375,132.46624755859375,0.0,484.73358154296875,484.73358154296875,0.0,617.1998291015625,text_in_r_reg[4]/CLK,rise
sa02_reg[2]/D,-314.0279541015625,-314.0279541015625,0.0,584.3658447265625,584.3657836914062,6.103515625e-05,270.33782958984375,sa31_reg[7]/CLK,fall
text_out_reg[120]/D,-54.5140380859375,-54.5140380859375,0.0,541.5084228515625,541.5084228515625,0.0,486.994384765625,sa00_reg[1]/CLK,rise
text_out_reg[99]/D,54.62237548828125,54.62237548828125,0.0,482.61956787109375,482.61956787109375,0.0,537.241943359375,sa33_reg[7]/CLK,rise
text_out_reg[114]/D,-19.255859375,-19.255859375,0.0,550.8814086914062,550.88134765625,6.103515625e-05,531.62548828125,sa11_reg[7]/CLK,rise
sa10_reg[3]/D,23.666748046875,23.666748046875,0.0,485.013671875,485.013671875,0.0,508.680419921875,text_in_r_reg[115]/CLK,rise
text_out_reg[49]/D,71.63092041015625,71.63092041015625,0.0,472.02593994140625,472.02593994140625,0.0,543.6568603515625,sa13_reg[1]/CLK,rise
sa32_reg[3]/D,-163.81036376953125,-163.81036376953125,0.0,425.83270263671875,425.83270263671875,0.0,262.0223388671875,u0_w_reg[2][3]/CLK,rise
sa20_reg[6]/D,73.83847045898438,73.83847045898438,0.0,364.55047607421875,364.5505065917969,-3.0517578125e-05,438.38897705078125,u0_w_reg[0][14]/CLK,rise
u0_w_reg[1][28]/D,-78.41937255859375,-78.41937255859375,0.0,570.5945434570312,570.5946655273438,-0.0001220703125,492.17529296875,u0_w_reg[3][16]/CLK,fall
text_out_reg[9]/D,-127.12548828125,-127.12548828125,0.0,541.3388671875,541.3388671875,0.0,414.21337890625,sa21_reg[7]/CLK,rise
text_out_reg[6]/D,-60.8604736328125,-60.8604736328125,0.0,538.4723510742188,538.4722900390625,6.103515625e-05,477.61181640625,sa32_reg[7]/CLK,rise
sa10_reg[2]/D,14.050994873046875,14.050994873046875,0.0,420.67352294921875,420.6735534667969,-3.0517578125e-05,434.72454833984375,text_in_r_reg[114]/CLK,fall
text_in_r_reg[20]/D,166.68788146972656,166.68788146972656,0.0,94.30274963378906,94.30274963378906,0.0,260.9906311035156,text_in_r_reg[20]/CLK,rise
u0_w_reg[3][29]/D,-84.88739013671875,-84.88739013671875,0.0,590.8267822265625,590.8267822265625,0.0,505.93939208984375,u0_w_reg[3][16]/CLK,fall
u0_w_reg[3][2]/D,-127.66049194335938,-127.66049194335938,0.0,554.454345703125,554.4544677734375,-0.0001220703125,426.7939758300781,u0_w_reg[3][25]/CLK,fall
u0_r0_rcnt_reg[3]/D,-25.2576904296875,-25.2576904296875,0.0,591.8824462890625,591.8824462890625,0.0,566.624755859375,u0_r0_rcnt_reg[0]/CLK,rise
u0_w_reg[3][5]/D,-306.51513671875,-306.51513671875,0.0,563.3096313476562,563.3096313476562,0.0,256.79449462890625,u0_w_reg[3][29]/CLK,rise
u0_w_reg[1][1]/D,-96.9405517578125,-96.9405517578125,0.0,547.8927612304688,547.8927612304688,0.0,450.95220947265625,u0_w_reg[3][29]/CLK,fall
sa10_reg[0]/D,16.711639404296875,16.711639404296875,0.0,419.8759460449219,419.8759460449219,0.0,436.58758544921875,text_in_r_reg[112]/CLK,fall
sa02_reg[5]/D,-216.68170166015625,-216.68170166015625,0.0,476.8568115234375,476.8568420410156,-3.0517578125e-05,260.1751403808594,text_in_r_reg[61]/CLK,fall
text_in_r_reg[47]/D,140.30242919921875,140.30242919921875,0.0,475.35687255859375,475.35687255859375,0.0,615.6593017578125,text_in_r_reg[47]/CLK,rise
text_out_reg[5]/D,-144.34014892578125,-144.34014892578125,0.0,542.48388671875,542.4838256835938,6.103515625e-05,398.1436767578125,sa32_reg[7]/CLK,rise
sa31_reg[7]/D,78.27487182617188,78.27487182617188,0.0,441.9830627441406,441.9830627441406,0.0,520.2579345703125,u0_w_reg[1][7]/CLK,rise
dcnt_reg[2]/D,-39.5677490234375,-39.5677490234375,0.0,595.3629760742188,595.363037109375,-6.103515625e-05,555.7952880859375,dcnt_reg[0]/CLK,rise
text_in_r_reg[29]/D,178.47219848632812,178.47219848632812,0.0,78.62972259521484,78.62972259521484,0.0,257.1019287109375,text_in_r_reg[29]/CLK,rise
text_in_r_reg[0]/D,139.6527099609375,139.6527099609375,0.0,412.0616149902344,412.0616455078125,-3.0517578125e-05,551.71435546875,text_in_r_reg[0]/CLK,rise
sa20_reg[2]/D,78.686767578125,78.686767578125,0.0,428.04052734375,428.04052734375,0.0,506.727294921875,text_in_r_reg[106]/CLK,fall
text_in_r_reg[24]/D,176.2156982421875,176.2156982421875,0.0,80.87015533447266,80.87015533447266,0.0,257.0858459472656,text_in_r_reg[24]/CLK,rise
text_in_r_reg[58]/D,135.47689819335938,135.47689819335938,0.0,490.554931640625,490.5549621582031,-3.0517578125e-05,626.0318603515625,text_in_r_reg[58]/CLK,rise
sa22_reg[4]/D,-239.64727783203125,-239.64727783203125,0.0,495.32672119140625,495.32672119140625,0.0,255.679443359375,text_in_r_reg[44]/CLK,rise
u0_w_reg[2][3]/D,-43.04345703125,-43.04345703125,0.0,554.1629638671875,554.1630249023438,-6.103515625e-05,511.11956787109375,u0_w_reg[3][25]/CLK,fall
u0_w_reg[0][27]/D,11.31689453125,11.31689453125,0.0,543.4078979492188,543.4078369140625,6.103515625e-05,554.7247314453125,u0_w_reg[3][23]/CLK,rise
text_out_reg[75]/D,162.03250122070312,162.03250122070312,0.0,379.8802490234375,379.8802185058594,3.0517578125e-05,541.9127197265625,sa23_reg[0]/CLK,rise
sa13_reg[7]/D,-214.21939086914062,-214.21939086914062,0.0,480.5543212890625,480.5543212890625,0.0,266.3349304199219,text_in_r_reg[23]/CLK,rise
sa10_reg[6]/D,353.2453308105469,353.2453308105469,0.0,93.6354751586914,93.6354751586914,0.0,446.88079833984375,text_in_r_reg[118]/CLK,rise
text_out_reg[10]/D,-97.12628173828125,-97.12628173828125,0.0,533.2742309570312,533.2743530273438,-0.0001220703125,436.1480712890625,sa21_reg[1]/CLK,rise
text_out_reg[126]/D,-90.00933837890625,-90.00933837890625,0.0,559.1016235351562,559.1016235351562,0.0,469.09228515625,sa00_reg[1]/CLK,rise
text_out_reg[65]/D,-42.2574462890625,-42.2574462890625,0.0,547.7833862304688,547.7833862304688,0.0,505.52593994140625,sa30_reg[7]/CLK,rise
sa30_reg[2]/D,111.76547241210938,111.76547241210938,0.0,392.1704406738281,392.1704406738281,0.0,503.9359130859375,u0_w_reg[0][2]/CLK,fall
u0_w_reg[2][26]/D,-144.07479858398438,-144.07479858398438,0.0,580.77587890625,580.77587890625,0.0,436.7010803222656,u0_w_reg[3][16]/CLK,fall
text_out_reg[63]/D,31.82806396484375,31.82806396484375,0.0,515.0050659179688,515.0050659179688,0.0,546.8331298828125,sa02_reg[1]/CLK,rise
u0_w_reg[0][15]/D,-35.5894775390625,-35.5894775390625,0.0,530.1497802734375,530.1497192382812,6.103515625e-05,494.56024169921875,u0_w_reg[3][3]/CLK,rise
text_out_reg[38]/D,-26.043212890625,-26.043212890625,0.0,562.6685791015625,562.66845703125,0.0001220703125,536.625244140625,sa31_reg[7]/CLK,rise
text_in_r_reg[55]/D,158.85498046875,158.85498046875,0.0,104.01278686523438,104.01278686523438,0.0,262.8677673339844,text_in_r_reg[55]/CLK,rise
u0_w_reg[3][26]/D,-140.99151611328125,-140.99151611328125,0.0,585.0075073242188,585.007568359375,-6.103515625e-05,444.01605224609375,u0_w_reg[3][16]/CLK,fall
text_in_r_reg[69]/D,136.1104736328125,136.1104736328125,0.0,490.8074951171875,490.8074951171875,0.0,626.91796875,text_in_r_reg[69]/CLK,rise
text_in_r_reg[49]/D,141.19631958007812,141.19631958007812,0.0,484.4959411621094,484.4959411621094,0.0,625.6922607421875,text_in_r_reg[49]/CLK,rise
text_in_r_reg[102]/D,138.54660034179688,138.54660034179688,0.0,415.38201904296875,415.3820495605469,-3.0517578125e-05,553.9286499023438,text_in_r_reg[102]/CLK,rise
text_in_r_reg[98]/D,173.47149658203125,173.47149658203125,0.0,76.42288208007812,76.42288208007812,0.0,249.89437866210938,text_in_r_reg[98]/CLK,rise
sa00_reg[1]/D,20.28057861328125,20.28057861328125,0.0,486.82708740234375,486.82708740234375,0.0,507.107666015625,text_in_r_reg[121]/CLK,rise
sa22_reg[5]/D,154.20977783203125,154.20977783203125,0.0,90.8771743774414,90.8771743774414,0.0,245.08694458007812,text_in_r_reg[45]/CLK,fall
text_out_reg[51]/D,85.0145263671875,85.0145263671875,0.0,460.46124267578125,460.461181640625,6.103515625e-05,545.4757080078125,sa13_reg[1]/CLK,rise
text_in_r_reg[28]/D,133.01876831054688,133.01876831054688,0.0,480.33111572265625,480.3310852050781,3.0517578125e-05,613.349853515625,text_in_r_reg[28]/CLK,rise
sa31_reg[6]/D,-99.83837890625,-99.83837890625,0.0,586.039794921875,586.039794921875,0.0,486.201416015625,sa01_reg[1]/CLK,rise
u0_w_reg[0][25]/D,-77.76644897460938,-77.76644897460938,0.0,578.9027099609375,578.9027709960938,-6.103515625e-05,501.1363220214844,u0_w_reg[3][16]/CLK,fall
text_in_r_reg[91]/D,137.29718017578125,137.29718017578125,0.0,488.94775390625,488.94775390625,0.0,626.2449340820312,text_in_r_reg[91]/CLK,rise
u0_w_reg[0][3]/D,-37.79248046875,-37.79248046875,0.0,549.4527587890625,549.4528198242188,-6.103515625e-05,511.66033935546875,u0_w_reg[3][25]/CLK,fall
u0_w_reg[0][21]/D,12.4078369140625,12.4078369140625,0.0,539.9860229492188,539.9860229492188,0.0,552.3938598632812,u0_w_reg[3][15]/CLK,rise
sa12_reg[5]/D,15.15185546875,15.15185546875,0.0,494.96490478515625,494.9648742675781,3.0517578125e-05,510.1167297363281,text_in_r_reg[53]/CLK,fall
sa23_reg[1]/D,-130.90469360351562,-130.90469360351562,0.0,373.89422607421875,373.8942565917969,-3.0517578125e-05,242.98956298828125,u0_w_reg[3][9]/CLK,fall
text_in_r_reg[60]/D,163.19528198242188,163.19528198242188,0.0,99.6611328125,99.6611328125,0.0,262.8564147949219,text_in_r_reg[60]/CLK,rise
sa13_reg[1]/D,30.820037841796875,30.820037841796875,0.0,417.69219970703125,417.69219970703125,0.0,448.5122375488281,text_in_r_reg[17]/CLK,rise
u0_w_reg[2][27]/D,-56.59674072265625,-56.59674072265625,0.0,576.988525390625,576.9884643554688,6.103515625e-05,520.3917236328125,u0_w_reg[3][23]/CLK,fall
text_out_reg[41]/D,11.3277587890625,11.3277587890625,0.0,530.628662109375,530.628662109375,0.0,541.9564208984375,sa20_reg[4]/CLK,rise
text_in_r_reg[123]/D,133.428955078125,133.428955078125,0.0,478.1636962890625,478.1636962890625,0.0,611.5926513671875,text_in_r_reg[123]/CLK,rise
sa21_reg[6]/D,-164.128173828125,-164.128173828125,0.0,432.84423828125,432.84423828125,0.0,268.716064453125,text_in_r_reg[78]/CLK,rise
text_in_r_reg[112]/D,141.28225708007812,141.28225708007812,0.0,415.16131591796875,415.1613464355469,-3.0517578125e-05,556.443603515625,text_in_r_reg[112]/CLK,rise
text_out_reg[100]/D,56.073944091796875,56.073944091796875,0.0,475.1335144042969,475.1335144042969,0.0,531.2074584960938,sa33_reg[7]/CLK,rise
u0_w_reg[3][6]/D,-305.755859375,-305.755859375,0.0,555.8446655273438,555.8447875976562,-0.0001220703125,250.08892822265625,u0_w_reg[3][25]/CLK,rise
text_in_r_reg[32]/D,140.27487182617188,140.27487182617188,0.0,413.723876953125,413.7239074707031,-3.0517578125e-05,553.998779296875,text_in_r_reg[32]/CLK,rise
text_in_r_reg[40]/D,138.26516723632812,138.26516723632812,0.0,475.08648681640625,475.0864562988281,3.0517578125e-05,613.3516235351562,text_in_r_reg[40]/CLK,rise
text_in_r_reg[41]/D,179.48086547851562,179.48086547851562,0.0,70.39844512939453,70.39845275878906,-7.62939453125e-06,249.8793182373047,text_in_r_reg[41]/CLK,rise
text_in_r_reg[51]/D,140.04095458984375,140.04095458984375,0.0,473.77716064453125,473.77716064453125,0.0,613.818115234375,text_in_r_reg[51]/CLK,rise
u0_w_reg[0][7]/D,-46.0859375,-46.0859375,0.0,548.296875,548.2969360351562,-6.103515625e-05,502.21099853515625,u0_w_reg[3][25]/CLK,fall
text_in_r_reg[2]/D,179.88821411132812,179.88821411132812,0.0,77.15697479248047,77.15697479248047,0.0,257.0451965332031,text_in_r_reg[2]/CLK,rise
text_out_reg[56]/D,-226.29806518554688,-226.29806518554688,0.0,522.3603515625,522.3603515625,0.0,296.0622863769531,sa02_reg[1]/CLK,rise
sa21_reg[1]/D,23.612457275390625,23.612457275390625,0.0,473.7195129394531,473.7195129394531,0.0,497.33197021484375,text_in_r_reg[73]/CLK,rise
u0_w_reg[0][13]/D,-257.231201171875,-257.231201171875,0.0,535.9727783203125,535.9727172851562,6.103515625e-05,278.74151611328125,u0_w_reg[3][3]/CLK,fall
sa22_reg[1]/D,-111.23464965820312,-111.23464965820312,0.0,360.936279296875,360.936279296875,0.0,249.70162963867188,u0_w_reg[2][9]/CLK,rise
text_in_r_reg[42]/D,134.3255615234375,134.3255615234375,0.0,416.95166015625,416.95166015625,0.0,551.2772216796875,text_in_r_reg[42]/CLK,rise
text_in_r_reg[10]/D,183.7954559326172,183.7954559326172,0.0,65.54545593261719,65.54545593261719,0.0,249.34091186523438,text_in_r_reg[10]/CLK,rise
sa22_reg[2]/D,-10.54364013671875,-10.54364013671875,0.0,423.4161376953125,423.4161376953125,0.0,412.87249755859375,text_in_r_reg[42]/CLK,rise
u0_w_reg[2][23]/D,-62.90948486328125,-62.90948486328125,0.0,558.337890625,558.3379516601562,-6.103515625e-05,495.428466796875,u0_w_reg[3][15]/CLK,fall
text_in_r_reg[43]/D,135.8004150390625,135.8004150390625,0.0,487.74609375,487.74609375,0.0,623.5465087890625,text_in_r_reg[43]/CLK,rise
text_in_r_reg[18]/D,140.8935546875,140.8935546875,0.0,410.6066589355469,410.606689453125,-3.0517578125e-05,551.500244140625,text_in_r_reg[18]/CLK,rise
sa31_reg[3]/D,17.24005126953125,17.24005126953125,0.0,496.2353210449219,496.2353515625,-3.0517578125e-05,513.4754028320312,text_in_r_reg[67]/CLK,rise
sa22_reg[0]/D,-220.04745483398438,-220.04745483398438,0.0,479.92547607421875,479.9255065917969,-3.0517578125e-05,259.8780517578125,text_in_r_reg[40]/CLK,rise
text_out_reg[95]/D,22.3306884765625,22.3306884765625,0.0,537.3049926757812,537.3050537109375,-6.103515625e-05,559.6357421875,sa01_reg[1]/CLK,rise
text_in_r_reg[126]/D,138.081787109375,138.081787109375,0.0,414.91552734375,414.91552734375,0.0,552.997314453125,text_in_r_reg[126]/CLK,rise
sa12_reg[0]/D,-90.858642578125,-90.858642578125,0.0,584.1221313476562,584.1220703125,6.103515625e-05,493.263427734375,sa31_reg[7]/CLK,rise
sa10_reg[4]/D,266.72259521484375,266.72259521484375,0.0,180.8207550048828,180.8207550048828,0.0,447.5433654785156,u0_w_reg[0][20]/CLK,rise
u0_w_reg[1][27]/D,-57.21234130859375,-57.21234130859375,0.0,563.2412109375,563.2411499023438,6.103515625e-05,506.02880859375,u0_w_reg[3][23]/CLK,fall
text_in_r_reg[38]/D,138.05410766601562,138.05410766601562,0.0,413.5957946777344,413.5957946777344,0.0,551.64990234375,text_in_r_reg[38]/CLK,rise
u0_r0_out_reg[28]/D,-50.60833740234375,-50.60833740234375,0.0,618.7610473632812,618.7610473632812,0.0,568.1527099609375,u0_r0_rcnt_reg[0]/CLK,rise
u0_w_reg[2][20]/D,-81.029541015625,-81.029541015625,0.0,569.3785400390625,569.3785400390625,0.0,488.3489990234375,u0_w_reg[3][15]/CLK,fall
u0_w_reg[3][20]/D,-119.98980712890625,-119.98980712890625,0.0,557.676025390625,557.6760864257812,-6.103515625e-05,437.686279296875,u0_w_reg[3][15]/CLK,rise
sa01_reg[7]/D,24.82489013671875,24.82489013671875,0.0,486.3438720703125,486.3438720703125,0.0,511.16876220703125,text_in_r_reg[95]/CLK,rise
text_in_r_reg[101]/D,134.85928344726562,134.85928344726562,0.0,418.0667419433594,418.0667419433594,0.0,552.926025390625,text_in_r_reg[101]/CLK,rise
text_in_r_reg[76]/D,129.03219604492188,129.03219604492188,0.0,424.0860595703125,424.0860900878906,-3.0517578125e-05,553.1182861328125,text_in_r_reg[76]/CLK,rise
u0_w_reg[3][10]/D,-270.4444885253906,-270.4444885253906,0.0,551.7940673828125,551.794189453125,-0.0001220703125,281.3497009277344,u0_w_reg[3][3]/CLK,fall
text_in_r_reg[78]/D,135.98165893554688,135.98165893554688,0.0,417.49700927734375,417.4969787597656,3.0517578125e-05,553.4786376953125,text_in_r_reg[78]/CLK,rise
text_out_reg[109]/D,-64.0,-64.0,0.0,473.3115234375,473.31146240234375,6.103515625e-05,409.31146240234375,sa22_reg[3]/CLK,rise
u0_w_reg[1][23]/D,-42.00079345703125,-42.00079345703125,0.0,564.30908203125,564.3090209960938,6.103515625e-05,522.3082275390625,u0_w_reg[3][15]/CLK,fall
u0_w_reg[2][16]/D,-135.65374755859375,-135.65374755859375,0.0,566.2068481445312,566.2068481445312,0.0,430.5531005859375,u0_w_reg[3][15]/CLK,fall
text_in_r_reg[56]/D,130.04586791992188,130.04586791992188,0.0,422.11859130859375,422.1185607910156,3.0517578125e-05,552.1644287109375,text_in_r_reg[56]/CLK,rise
text_out_reg[96]/D,-10.068145751953125,-10.068145751953125,0.0,484.347412109375,484.3474426269531,-3.0517578125e-05,474.279296875,sa33_reg[7]/CLK,rise
text_in_r_reg[88]/D,134.184814453125,134.184814453125,0.0,479.78515625,479.78515625,0.0,613.969970703125,text_in_r_reg[88]/CLK,rise
text_out_reg[116]/D,-62.47320556640625,-62.47320556640625,0.0,548.1273193359375,548.1272583007812,6.103515625e-05,485.654052734375,sa11_reg[3]/CLK,rise
text_out_reg[61]/D,-246.4822998046875,-246.4822998046875,0.0,542.8811645507812,542.8812255859375,-6.103515625e-05,296.39892578125,sa02_reg[1]/CLK,rise
text_in_r_reg[87]/D,139.90060424804688,139.90060424804688,0.0,487.227294921875,487.2273254394531,-3.0517578125e-05,627.1279296875,text_in_r_reg[87]/CLK,rise
text_in_r_reg[57]/D,137.64443969726562,137.64443969726562,0.0,489.1260681152344,489.1260681152344,0.0,626.7705078125,text_in_r_reg[57]/CLK,rise
text_out_reg[123]/D,14.01904296875,14.01904296875,0.0,543.3761596679688,543.3760986328125,6.103515625e-05,557.3951416015625,sa00_reg[7]/CLK,rise
text_in_r_reg[97]/D,142.11080932617188,142.11080932617188,0.0,480.8228759765625,480.8229064941406,-3.0517578125e-05,622.9337158203125,text_in_r_reg[97]/CLK,rise
sa33_reg[1]/D,-53.71136474609375,-53.71136474609375,0.0,501.02471923828125,501.02471923828125,0.0,447.3133544921875,text_in_r_reg[1]/CLK,rise
dcnt_reg[0]/D,-39.6328125,-39.6328125,0.0,595.5831298828125,595.5830688476562,6.103515625e-05,555.9502563476562,dcnt_reg[1]/CLK,rise
text_out_reg[53]/D,-175.03793334960938,-175.03793334960938,0.0,470.21868896484375,470.21868896484375,0.0,295.1807556152344,sa13_reg[1]/CLK,rise
u0_w_reg[0][30]/D,-128.29583740234375,-128.29583740234375,0.0,572.0698852539062,572.0697631835938,0.0001220703125,443.77392578125,u0_w_reg[3][23]/CLK,fall
u0_w_reg[2][13]/D,-303.1129455566406,-303.1129455566406,0.0,555.7926025390625,555.7925415039062,6.103515625e-05,252.67959594726562,u0_w_reg[3][3]/CLK,fall
